timestamp	phase	hpa	currentReplicas	desiredReplicas	currentCpu	targetCpu
2026-09-02T12:20:15Z	cooldown	api-gateway	4	4	91	50
2026-09-02T12:20:15Z	cooldown	engagement-platform-service	4	4	128	50
2026-09-02T12:20:15Z	cooldown	identity-asset-service	4	4	313	50
2026-09-02T12:20:15Z	cooldown	merchant-catalog-service	4	4	239	50
2026-09-02T12:20:15Z	cooldown	trade-fulfillment-service	4	4	191	50
2026-09-02T12:20:26Z	cooldown	api-gateway	4	4	97	50
2026-09-02T12:20:26Z	cooldown	engagement-platform-service	4	4	111	50
2026-09-02T12:20:26Z	cooldown	identity-asset-service	4	4	207	50
2026-09-02T12:20:26Z	cooldown	merchant-catalog-service	4	4	151	50
2026-09-02T12:20:26Z	cooldown	trade-fulfillment-service	4	4	105	50
2026-09-02T12:20:36Z	cooldown	api-gateway	4	4	13	50
2026-09-02T12:20:36Z	cooldown	engagement-platform-service	4	4	4	50
2026-09-02T12:20:36Z	cooldown	identity-asset-service	4	4	21	50
2026-09-02T12:20:36Z	cooldown	merchant-catalog-service	4	4	7	50
2026-09-02T12:20:36Z	cooldown	trade-fulfillment-service	4	4	6	50
2026-09-02T12:20:47Z	cooldown	api-gateway	4	4	13	50
2026-09-02T12:20:47Z	cooldown	engagement-platform-service	4	4	4	50
2026-09-02T12:20:47Z	cooldown	identity-asset-service	4	4	21	50
2026-09-02T12:20:47Z	cooldown	merchant-catalog-service	4	4	7	50
2026-09-02T12:20:47Z	cooldown	trade-fulfillment-service	4	4	6	50
2026-09-02T12:20:57Z	cooldown	api-gateway	4	4	9	50
2026-09-02T12:20:57Z	cooldown	engagement-platform-service	4	4	6	50
2026-09-02T12:20:57Z	cooldown	identity-asset-service	4	4	4	50
2026-09-02T12:20:57Z	cooldown	merchant-catalog-service	4	4	5	50
2026-09-02T12:20:57Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:21:08Z	cooldown	api-gateway	4	4	9	50
2026-09-02T12:21:08Z	cooldown	engagement-platform-service	4	4	7	50
2026-09-02T12:21:08Z	cooldown	identity-asset-service	4	4	4	50
2026-09-02T12:21:08Z	cooldown	merchant-catalog-service	4	4	8	50
2026-09-02T12:21:08Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:21:18Z	cooldown	api-gateway	4	4	12	50
2026-09-02T12:21:18Z	cooldown	engagement-platform-service	4	4	5	50
2026-09-02T12:21:18Z	cooldown	identity-asset-service	4	4	6	50
2026-09-02T12:21:18Z	cooldown	merchant-catalog-service	4	4	6	50
2026-09-02T12:21:18Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:21:29Z	cooldown	api-gateway	4	4	12	50
2026-09-02T12:21:29Z	cooldown	engagement-platform-service	4	4	5	50
2026-09-02T12:21:29Z	cooldown	identity-asset-service	4	4	6	50
2026-09-02T12:21:29Z	cooldown	merchant-catalog-service	4	4	6	50
2026-09-02T12:21:29Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:21:39Z	cooldown	api-gateway	4	4	7	50
2026-09-02T12:21:39Z	cooldown	engagement-platform-service	4	4	4	50
2026-09-02T12:21:39Z	cooldown	identity-asset-service	4	4	4	50
2026-09-02T12:21:39Z	cooldown	merchant-catalog-service	4	4	3	50
2026-09-02T12:21:39Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:21:49Z	cooldown	api-gateway	4	4	11	50
2026-09-02T12:21:49Z	cooldown	engagement-platform-service	4	4	4	50
2026-09-02T12:21:49Z	cooldown	identity-asset-service	4	4	3	50
2026-09-02T12:21:49Z	cooldown	merchant-catalog-service	4	4	4	50
2026-09-02T12:21:49Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:22:00Z	cooldown	api-gateway	4	4	11	50
2026-09-02T12:22:00Z	cooldown	engagement-platform-service	4	4	4	50
2026-09-02T12:22:00Z	cooldown	identity-asset-service	4	4	3	50
2026-09-02T12:22:00Z	cooldown	merchant-catalog-service	4	4	4	50
2026-09-02T12:22:00Z	cooldown	trade-fulfillment-service	4	4	3	50
2026-09-02T12:22:11Z	cooldown	api-gateway	4	4	11	50
2026-09-02T12:22:11Z	cooldown	engagement-platform-service	4	4	4	50
2026-09-02T12:22:11Z	cooldown	identity-asset-service	4	4	3	50
2026-09-02T12:22:11Z	cooldown	merchant-catalog-service	4	4	4	50
2026-09-02T12:22:11Z	cooldown	trade-fulfillment-service	4	4	4	50
2026-09-02T12:22:21Z	cooldown	api-gateway	4	2	11	50
2026-09-02T12:22:21Z	cooldown	engagement-platform-service	4	2	5	50
2026-09-02T12:22:21Z	cooldown	identity-asset-service	4	2	4	50
2026-09-02T12:22:21Z	cooldown	merchant-catalog-service	4	2	4	50
2026-09-02T12:22:21Z	cooldown	trade-fulfillment-service	4	2	4	50
2026-09-02T12:22:32Z	cooldown	api-gateway	2	2	7	50
2026-09-02T12:22:32Z	cooldown	engagement-platform-service	4	2	5	50
2026-09-02T12:22:32Z	cooldown	identity-asset-service	4	2	4	50
2026-09-02T12:22:32Z	cooldown	merchant-catalog-service	4	2	4	50
2026-09-02T12:22:32Z	cooldown	trade-fulfillment-service	4	2	4	50
2026-09-02T12:22:43Z	cooldown	api-gateway	2	2	7	50
2026-09-02T12:22:43Z	cooldown	engagement-platform-service	2	2	3	50
2026-09-02T12:22:43Z	cooldown	identity-asset-service	2	2	4	50
2026-09-02T12:22:43Z	cooldown	merchant-catalog-service	2	2	4	50
2026-09-02T12:22:43Z	cooldown	trade-fulfillment-service	2	2	4	50
2026-09-02T12:22:53Z	cooldown	api-gateway	2	1	6	50
2026-09-02T12:22:53Z	cooldown	engagement-platform-service	2	1	4	50
2026-09-02T12:22:53Z	cooldown	identity-asset-service	2	1	2	50
2026-09-02T12:22:53Z	cooldown	merchant-catalog-service	2	1	4	50
2026-09-02T12:22:53Z	cooldown	trade-fulfillment-service	2	1	4	50
2026-09-02T12:23:04Z	cooldown	api-gateway	1	1	4	50
2026-09-02T12:23:04Z	cooldown	engagement-platform-service	1	1	2	50
2026-09-02T12:23:04Z	cooldown	identity-asset-service	1	1	2	50
2026-09-02T12:23:04Z	cooldown	merchant-catalog-service	1	1	5	50
2026-09-02T12:23:04Z	cooldown	trade-fulfillment-service	2	1	4	50
2026-09-02T12:23:14Z	cooldown	api-gateway	1	1	4	50
2026-09-02T12:23:14Z	cooldown	engagement-platform-service	1	1	2	50
2026-09-02T12:23:14Z	cooldown	identity-asset-service	1	1	2	50
2026-09-02T12:23:14Z	cooldown	merchant-catalog-service	1	1	5	50
2026-09-02T12:23:14Z	cooldown	trade-fulfillment-service	1	1	2	50
2026-09-02T12:23:15Z	recovered	api-gateway	1	1	4	50
2026-09-02T12:23:15Z	recovered	engagement-platform-service	1	1	2	50
2026-09-02T12:23:15Z	recovered	identity-asset-service	1	1	2	50
2026-09-02T12:23:15Z	recovered	merchant-catalog-service	1	1	5	50
2026-09-02T12:23:15Z	recovered	trade-fulfillment-service	1	1	2	50
